timestamp,open,high,low,close,volume
2025-03-04 04:00:00,5867.75,5877.0,5859.5,5863.25,22589
2025-03-04 05:00:00,5863.0,5866.0,5848.75,5855.75,25886
2025-03-04 06:00:00,5855.75,5861.0,5849.0,5856.0,18048
2025-03-04 07:00:00,5855.75,5855.75,5821.0,5823.75,61615
2025-03-04 08:00:00,5824.0,5828.5,5812.0,5820.75,88804
2025-03-04 09:00:00,5820.5,5835.75,5778.0,5779.0,462893
2025-03-04 10:00:00,5779.0,5783.75,5744.0,5762.5,569739
2025-03-04 11:00:00,5762.75,5787.5,5744.75,5781.5,366924
2025-03-04 12:00:00,5781.25,5807.25,5774.75,5786.75,275198
2025-03-04 13:00:00,5786.75,5830.25,5782.25,5824.5,262714
2025-03-04 14:00:00,5824.25,5853.25,5823.5,5850.5,252095
2025-03-04 15:00:00,5850.25,5875.75,5768.25,5790.75,508107
2025-03-04 16:00:00,5791.0,5840.0,5790.5,5825.0,163245
2025-03-04 18:00:00,5832.0,5838.0,5823.25,5834.0,14148
2025-03-04 19:00:00,5834.25,5836.75,5814.75,5826.5,18234
2025-03-04 20:00:00,5826.75,5828.5,5808.0,5820.0,24954
2025-03-04 21:00:00,5820.0,5823.0,5807.75,5814.0,17382
2025-03-04 22:00:00,5814.25,5832.75,5809.0,5828.75,21123
2025-03-04 23:00:00,5828.5,5834.0,5825.0,5826.75,8652
2025-03-05 00:00:00,5827.0,5829.0,5817.5,5827.0,7421
2025-03-05 01:00:00,5827.0,5829.75,5818.25,5826.0,6616
2025-03-05 02:00:00,5825.75,5832.5,5821.0,5822.0,12227
2025-03-05 03:00:00,5822.25,5837.0,5817.25,5824.5,29869
2025-03-05 04:00:00,5824.75,5844.25,5820.0,5839.5,22994
2025-03-05 05:00:00,5840.0,5842.75,5822.5,5823.25,24390
2025-03-05 06:00:00,5823.5,5825.5,5796.25,5809.75,30615
2025-03-05 07:00:00,5809.75,5816.5,5797.5,5802.5,35440
2025-03-05 08:00:00,5802.5,5813.5,5783.75,5788.5,82062
2025-03-05 09:00:00,5788.5,5812.75,5770.25,5778.25,252963
2025-03-05 10:00:00,5779.75,5817.0,5774.5,5789.5,340760
2025-03-05 11:00:00,5789.25,5789.25,5750.75,5779.5,275840
2025-03-05 12:00:00,5779.25,5829.5,5778.0,5828.0,225831
2025-03-05 13:00:00,5828.0,5836.25,5797.75,5835.25,231545
2025-03-05 14:00:00,5835.0,5864.25,5828.75,5851.25,202522
2025-03-05 15:00:00,5851.25,5869.5,5834.0,5850.75,276104
2025-03-05 16:00:00,5850.75,5852.0,5841.25,5845.5,53745
2025-03-05 18:00:00,5844.75,5853.5,5841.5,5845.25,7529
2025-03-05 19:00:00,5845.0,5850.0,5838.0,5839.5,7367
2025-03-05 20:00:00,5840.0,5845.0,5838.5,5843.25,8388
2025-03-05 21:00:00,5843.5,5846.75,5839.5,5840.75,5581
2025-03-05 22:00:00,5841.0,5847.25,5838.75,5846.5,4632
2025-03-05 23:00:00,5846.25,5850.0,5846.25,5849.25,7166
2025-03-06 00:00:00,5849.0,5850.0,5842.75,5842.75,5479
2025-03-06 01:00:00,5843.0,5849.5,5840.5,5848.25,5721
2025-03-06 02:00:00,5848.5,5850.0,5823.75,5824.5,16534
2025-03-06 03:00:00,5824.5,5830.75,5801.25,5803.75,36113
2025-03-06 04:00:00,5803.75,5813.5,5786.25,5792.5,37275
2025-03-06 05:00:00,5792.5,5797.75,5779.5,5781.5,25423
2025-03-06 06:00:00,5781.5,5797.25,5775.5,5796.75,24816
2025-03-06 07:00:00,5796.75,5797.75,5780.25,5784.75,29558
2025-03-06 08:00:00,5785.0,5790.75,5769.25,5779.5,58134
2025-03-06 09:00:00,5779.5,5788.75,5753.25,5763.25,245983
2025-03-06 10:00:00,5763.5,5820.0,5759.75,5806.5,378120
2025-03-06 11:00:00,5806.75,5821.25,5763.0,5764.25,298775
2025-03-06 12:00:00,5764.0,5768.75,5729.0,5749.5,319292
2025-03-06 13:00:00,5749.25,5760.25,5722.75,5740.0,220050
2025-03-06 14:00:00,5740.0,5768.5,5720.0,5729.0,269887
2025-03-06 15:00:00,5729.0,5761.75,5723.5,5747.75,386474
2025-03-06 16:00:00,5748.0,5771.75,5744.25,5761.25,73005
2025-03-06 18:00:00,5766.0,5769.75,5761.5,5764.75,9536
2025-03-06 19:00:00,5765.0,5769.75,5756.25,5763.75,12365
2025-03-06 20:00:00,5764.0,5774.5,5761.25,5768.75,9962
2025-03-06 21:00:00,5768.75,5774.5,5763.25,5768.25,8160
2025-03-06 22:00:00,5768.25,5769.0,5760.75,5761.25,6625
2025-03-06 23:00:00,5761.25,5765.5,5757.25,5764.25,6359
2025-03-07 00:00:00,5764.0,5764.75,5754.5,5757.0,6170
2025-03-07 01:00:00,5757.25,5757.75,5750.0,5752.0,9961
2025-03-07 02:00:00,5752.0,5764.25,5750.5,5762.25,12417
2025-03-07 03:00:00,5762.5,5766.5,5753.75,5760.25,26428
2025-03-07 04:00:00,5760.0,5773.25,5758.25,5767.75,17255
2025-03-07 05:00:00,5768.0,5768.5,5756.5,5763.5,14378
2025-03-07 06:00:00,5763.5,5769.0,5758.0,5765.25,11547
2025-03-07 07:00:00,5765.0,5765.75,5745.5,5751.5,31479
2025-03-07 08:00:00,5751.25,5786.5,5729.25,5734.5,122719
2025-03-07 09:00:00,5734.25,5778.0,5721.0,5756.25,275697
2025-03-07 10:00:00,5756.25,5768.0,5701.25,5726.0,359653
2025-03-07 11:00:00,5725.75,5729.75,5673.0,5687.75,260595
2025-03-07 12:00:00,5687.75,5747.75,5674.5,5718.5,264282
2025-03-07 13:00:00,5718.5,5770.0,5718.0,5769.75,226278
2025-03-07 14:00:00,5769.75,5790.25,5758.25,5769.0,196049
2025-03-07 15:00:00,5769.0,5791.0,5745.25,5775.0,286064
2025-03-07 16:00:00,5775.25,5777.25,5760.25,5771.75,58214
2025-03-09 18:00:00,5753.0,5756.25,5722.75,5728.0,31715
2025-03-09 19:00:00,5728.0,5738.0,5710.5,5733.25,22004
2025-03-09 20:00:00,5733.5,5739.75,5726.25,5738.25,27649
2025-03-09 21:00:00,5738.75,5752.5,5737.5,5752.0,12995
2025-03-09 22:00:00,5751.75,5755.25,5748.0,5752.25,7394
2025-03-09 23:00:00,5752.25,5754.75,5744.5,5750.5,6891
2025-03-10 00:00:00,5750.5,5757.75,5745.0,5745.5,6424
2025-03-10 01:00:00,5745.75,5752.75,5741.25,5743.5,6882
2025-03-10 02:00:00,5743.75,5752.0,5743.75,5748.25,6772
2025-03-10 03:00:00,5748.0,5754.0,5742.25,5743.25,11625
2025-03-10 04:00:00,5743.5,5748.25,5703.0,5705.75,42527
2025-03-10 05:00:00,5705.5,5731.5,5703.0,5718.5,31345
2025-03-10 06:00:00,5719.0,5725.0,5706.0,5709.0,25972
2025-03-10 07:00:00,5709.0,5723.25,5701.75,5706.5,34874
2025-03-10 08:00:00,5706.75,5707.5,5687.25,5701.0,56023
2025-03-10 09:00:00,5701.25,5711.25,5679.25,5689.25,279697
2025-03-10 10:00:00,5689.5,5689.5,5646.5,5655.0,371975
2025-03-10 11:00:00,5655.0,5682.0,5651.75,5653.75,257624
2025-03-10 12:00:00,5653.75,5667.0,5640.0,5645.75,176474
2025-03-10 13:00:00,5645.75,5647.25,5616.75,5619.75,195092
2025-03-10 14:00:00,5619.75,5631.25,5586.25,5588.75,215610
2025-03-10 15:00:00,5588.75,5641.0,5571.5,5623.5,512938
2025-03-10 16:00:00,5623.5,5631.25,5613.5,5628.75,100658
2025-03-10 18:00:00,5622.0,5625.75,5605.5,5611.25,28052
2025-03-10 19:00:00,5611.25,5615.25,5584.0,5602.0,21664
2025-03-10 20:00:00,5602.25,5607.25,5558.75,5573.5,30464
2025-03-10 21:00:00,5573.5,5589.25,5558.0,5586.5,25386
2025-03-10 22:00:00,5586.5,5620.75,5584.5,5613.5,23667
2025-03-10 23:00:00,5613.75,5637.0,5613.75,5624.0,19147
2025-03-11 00:00:00,5624.0,5637.5,5620.0,5630.5,8424
2025-03-11 01:00:00,5630.25,5636.75,5625.75,5633.75,7533
2025-03-11 02:00:00,5633.5,5639.0,5627.75,5630.0,11453
2025-03-11 03:00:00,5630.0,5636.5,5615.5,5633.5,15013
2025-03-11 04:00:00,5633.75,5644.0,5629.25,5644.0,31770
2025-03-11 05:00:00,5643.75,5647.0,5637.75,5640.75,35073
2025-03-11 06:00:00,5640.75,5644.75,5632.0,5639.5,32306
2025-03-11 07:00:00,5639.5,5651.0,5626.5,5651.0,33016
2025-03-11 08:00:00,5650.75,5651.75,5616.25,5619.25,56942
2025-03-11 09:00:00,5619.25,5632.5,5597.5,5613.25,237810
2025-03-11 10:00:00,5613.25,5635.75,5554.5,5562.75,400159
2025-03-11 11:00:00,5562.5,5614.75,5556.25,5586.5,276859
2025-03-11 12:00:00,5586.25,5591.25,5550.0,5557.25,219253
2025-03-11 13:00:00,5557.25,5568.5,5534.0,5557.25,209858
2025-03-11 14:00:00,5557.25,5643.75,5555.75,5630.25,299464
2025-03-11 15:00:00,5630.25,5641.0,5575.0,5575.25,382723
2025-03-11 16:00:00,5575.5,5589.5,5572.75,5576.75,87381
2025-03-11 18:00:00,5580.0,5594.5,5574.25,5591.75,10465
2025-03-11 19:00:00,5591.5,5593.5,5582.5,5593.5,7131
2025-03-11 20:00:00,5593.5,5598.5,5585.75,5592.25,9174
2025-03-11 21:00:00,5592.0,5595.75,5585.5,5593.75,7139
2025-03-11 22:00:00,5593.75,5598.75,5589.5,5590.75,5190
2025-03-11 23:00:00,5591.0,5593.25,5585.0,5588.75,4554
2025-03-12 00:00:00,5589.0,5596.0,5586.5,5590.75,4527
2025-03-12 01:00:00,5591.0,5597.75,5589.5,5597.0,3364
2025-03-12 02:00:00,5597.0,5597.0,5579.0,5582.0,5651
2025-03-12 03:00:00,5582.25,5597.5,5577.5,5596.25,12392
2025-03-12 04:00:00,5596.25,5613.0,5586.0,5611.25,26615
2025-03-12 05:00:00,5611.0,5616.25,5607.0,5615.5,18916
2025-03-12 06:00:00,5615.5,5617.25,5605.5,5613.75,16238
2025-03-12 07:00:00,5613.75,5627.25,5613.0,5621.75,23754
2025-03-12 08:00:00,5621.75,5675.0,5616.5,5643.75,131749
2025-03-12 09:00:00,5643.75,5646.25,5597.0,5608.5,285779
2025-03-12 10:00:00,5608.25,5619.25,5568.25,5569.5,272337
2025-03-12 11:00:00,5569.5,5606.25,5550.25,5604.75,213715
2025-03-12 12:00:00,5605.0,5626.5,5595.75,5604.5,194133
2025-03-12 13:00:00,5604.5,5631.5,5592.75,5593.75,148890
2025-03-12 14:00:00,5593.75,5633.0,5591.75,5626.0,134472
2025-03-12 15:00:00,5625.75,5626.0,5595.25,5602.75,259407
2025-03-12 16:00:00,5603.0,5604.0,5595.0,5597.25,54459
2025-03-12 18:00:00,5596.5,5611.0,5595.5,5609.25,8680
2025-03-12 19:00:00,5609.0,5621.25,5608.75,5620.5,6635
2025-03-12 20:00:00,5620.5,5623.0,5610.0,5611.0,7472
2025-03-12 21:00:00,5610.75,5613.75,5603.75,5612.25,8960
2025-03-12 22:00:00,5612.0,5613.25,5602.5,5603.25,5627
2025-03-12 23:00:00,5603.5,5604.0,5586.25,5588.5,11444
2025-03-13 00:00:00,5588.5,5593.25,5576.75,5580.75,10375
2025-03-13 01:00:00,5580.5,5584.5,5570.75,5577.5,9602
2025-03-13 02:00:00,5577.75,5585.0,5563.5,5582.0,14506
2025-03-13 03:00:00,5582.25,5585.0,5564.0,5567.0,16187
2025-03-13 04:00:00,5566.75,5580.5,5559.25,5580.0,26475
2025-03-13 05:00:00,5579.75,5605.5,5572.0,5604.5,25057
2025-03-13 06:00:00,5604.5,5609.75,5595.5,5599.75,23214
2025-03-13 07:00:00,5599.75,5603.0,5580.25,5590.75,48696
2025-03-13 08:00:00,5590.5,5604.0,5575.25,5594.75,65778
2025-03-13 09:00:00,5594.75,5602.75,5556.75,5563.0,181617
2025-03-13 10:00:00,5563.25,5603.75,5557.0,5572.75,255134
2025-03-13 11:00:00,5572.75,5582.5,5536.25,5537.75,239707
2025-03-13 12:00:00,5537.75,5558.75,5525.75,5538.75,208857
2025-03-13 13:00:00,5538.5,5546.0,5509.25,5513.25,160919
2025-03-13 14:00:00,5513.25,5555.5,5512.0,5552.0,174879
2025-03-13 15:00:00,5551.75,5559.0,5514.0,5528.25,296940
2025-03-13 16:00:00,5528.5,5545.0,5526.75,5537.5,72604
2025-03-13 18:00:00,5540.0,5557.0,5538.75,5552.5,14256
2025-03-13 19:00:00,5552.5,5558.5,5550.25,5552.75,7919
2025-03-13 20:00:00,5553.0,5567.0,5547.5,5561.75,34361
2025-03-13 21:00:00,5561.75,5568.25,5558.5,5561.5,15847
2025-03-13 22:00:00,5561.5,5569.75,5561.25,5567.75,7009
2025-03-13 23:00:00,5568.0,5572.25,5567.5,5569.75,5353
2025-03-14 00:00:00,5621.0,5622.5,5617.5,5620.75,705
2025-03-14 01:00:00,5620.5,5624.0,5613.25,5614.0,983
2025-03-14 02:00:00,5613.75,5616.5,5608.0,5614.5,1051
2025-03-14 03:00:00,5614.0,5615.25,5604.5,5608.25,2084
2025-03-14 04:00:00,5608.5,5623.25,5604.25,5618.75,3578
2025-03-14 05:00:00,5619.25,5625.25,5617.75,5620.25,3509
2025-03-14 06:00:00,5620.75,5630.25,5610.0,5624.25,7649
2025-03-14 07:00:00,5623.75,5630.25,5615.75,5626.75,4081
2025-03-14 08:00:00,5627.25,5639.25,5625.0,5632.5,4933
2025-03-14 09:00:00,5632.75,5659.75,5620.0,5647.0,21379
2025-03-14 10:00:00,5639.25,5665.75,5618.0,5665.25,33631
2025-03-14 11:00:00,5665.25,5687.25,5662.0,5684.0,20365
2025-03-14 12:00:00,5684.25,5686.75,5662.75,5683.5,16589
2025-03-14 13:00:00,5683.25,5690.75,5667.5,5668.5,14204
2025-03-14 14:00:00,5669.0,5687.75,5664.75,5680.25,12023
2025-03-14 15:00:00,5680.0,5700.75,5675.75,5690.0,46494
2025-03-14 16:00:00,5689.75,5690.25,5673.75,5681.0,13772
2025-03-16 18:00:00,5678.75,5683.75,5656.5,5659.0,7961
2025-03-16 19:00:00,5659.25,5666.25,5654.5,5660.75,5143
2025-03-16 20:00:00,5660.5,5669.25,5658.0,5665.5,5201
2025-03-16 21:00:00,5665.25,5670.0,5664.0,5666.0,2617
2025-03-16 22:00:00,5666.25,5666.75,5661.75,5663.0,2755
2025-03-16 23:00:00,5662.75,5664.5,5659.0,5661.75,2231
2025-03-17 00:00:00,5661.5,5665.25,5660.25,5662.5,2220
2025-03-17 01:00:00,5662.5,5664.25,5661.0,5662.0,1292
2025-03-17 02:00:00,5661.75,5663.25,5653.75,5657.75,3075
2025-03-17 03:00:00,5658.0,5662.0,5651.5,5661.5,4542
2025-03-17 04:00:00,5661.75,5667.25,5655.25,5665.5,10305
2025-03-17 05:00:00,5665.25,5670.25,5662.75,5666.75,6859
2025-03-17 06:00:00,5666.5,5681.5,5664.5,5680.0,6449
2025-03-17 07:00:00,5680.0,5687.0,5676.5,5677.0,11232
2025-03-17 08:00:00,5676.75,5701.5,5668.0,5694.0,29300
2025-03-17 09:00:00,5693.75,5726.25,5684.0,5719.25,108066
2025-03-17 10:00:00,5719.0,5725.0,5698.75,5702.0,119772
2025-03-17 11:00:00,5702.0,5714.5,5689.75,5700.25,84568
2025-03-17 12:00:00,5700.25,5714.5,5694.5,5707.75,63831
2025-03-17 13:00:00,5708.0,5736.5,5701.0,5733.5,67361
2025-03-17 14:00:00,5733.5,5759.75,5733.25,5754.5,80243
2025-03-17 15:00:00,5754.25,5755.75,5730.5,5732.75,147001
2025-03-17 16:00:00,5732.5,5733.75,5725.75,5731.75,41210
